default,student,balance,income
No,Yes,781.68,21342.48
No,No,870.30,24263.13
No,No,509.16,47444.15
No,No,1056.66,39255.76
No,No,394.99,41574.83
No,Yes,1592.00,19982.29
No,No,0.00,49250.46
No,No,1276.40,52215.13
Yes,No,2413.32,38540.57
No,No,210.12,58413.10
Yes,No,2187.22,42205.12
No,No,1159.84,43385.02
No,No,1339.60,46442.35
No,Yes,793.35,11495.39
No,Yes,163.50,17545.73
No,No,867.63,43091.94
No,Yes,1231.03,13363.98
No,No,312.42,47119.00
No,Yes,758.45,20936.07
No,Yes,1035.82,13959.42
No,No,763.74,44125.72
No,Yes,728.54,12475.46
No,No,1066.30,42247.78
No,No,338.73,37017.10
No,No,264.94,39317.57
No,No,1167.33,43337.13
No,No,553.74,39653.98
No,No,485.79,38281.31
No,No,485.94,46447.41
No,No,690.44,66807.94
Yes,No,1588.53,38014.57
No,No,460.43,56002.22
No,No,275.66,31259.98
No,No,336.91,41907.72
No,No,307.69,42220.85
No,Yes,1431.08,20576.78
No,Yes,787.62,11928.56
No,Yes,1660.40,18861.15
No,No,0.00,41482.70
No,No,1744.94,43978.11
No,Yes,758.31,12662.13
No,No,1173.46,48396.50
No,No,1335.54,53354.85
No,Yes,1434.85,17459.03
No,No,591.07,43869.32
No,No,862.78,49444.78
No,Yes,1233.25,16076.85
No,Yes,911.79,20928.39
No,No,0.00,43066.27
No,No,286.93,50618.72
No,No,377.53,28045.60
No,No,811.79,36874.62
No,Yes,1856.61,17845.34
No,No,607.84,33737.18
Yes,Yes,2182.35,22037.86
No,Yes,1406.57,23050.89
No,Yes,662.09,16310.79
No,No,777.02,52797.94
No,No,0.00,47236.97
No,Yes,769.71,11262.64
No,No,970.18,38784.46
No,No,537.93,45615.20
No,No,768.15,39701.93
No,No,1150.04,19536.16
No,No,902.56,32765.39
No,No,442.83,42004.20
No,No,100.87,31389.46
No,Yes,904.06,23188.72
No,No,1396.26,24379.07
No,No,1001.33,47640.74
Yes,No,1631.62,38906.96
No,No,790.74,45900.30
No,No,1097.39,46807.08
No,No,0.00,37598.86
No,Yes,1262.84,12407.00
No,No,738.19,54491.14
No,No,655.27,28642.58
No,No,0.00,32945.00
No,No,638.54,20607.46
No,No,570.93,46840.72
No,No,1056.44,31268.74
No,No,1522.86,35805.26
No,No,977.32,35296.28
No,No,743.57,28893.88
No,No,352.03,38259.22
No,No,318.21,48975.37
No,Yes,674.85,15798.13
No,No,268.95,55892.73
No,Yes,1023.21,17694.97
No,No,718.16,42172.01
No,No,843.29,41692.42
No,No,866.73,36452.72
No,No,449.95,38987.02
No,No,459.10,45043.67
No,Yes,760.22,17657.99
No,No,1160.83,26022.95
No,No,1317.51,49285.55
No,Yes,561.78,18470.28
No,Yes,176.53,15175.59
No,Yes,1059.24,12601.47
No,No,526.80,28491.48
No,No,20.96,62862.75
No,No,528.94,42134.27
No,No,1561.53,54594.85
No,No,963.72,47605.77
No,Yes,1227.37,12128.15
No,No,1209.38,35071.32
No,Yes,671.18,17564.95
No,No,275.62,35761.32
No,No,776.19,34140.98
No,Yes,699.30,19789.53
No,Yes,606.13,16957.65
No,Yes,1231.21,20000.06
Yes,No,1408.44,48012.91
No,No,338.50,34332.84
No,No,1380.48,24856.64
No,No,1316.42,45806.90
No,No,1046.18,48752.13
No,Yes,904.68,17281.12
No,No,1281.52,37665.29
No,No,0.00,46597.50
No,Yes,501.11,22393.27
No,No,1085.95,36532.72
No,No,351.95,48726.05
Yes,No,1803.17,36192.63
No,No,666.62,44931.94
No,No,154.70,33162.19
No,No,360.09,44448.92
No,No,105.44,35291.46
No,No,492.43,25848.99
No,Yes,1232.42,24093.30
No,No,1154.40,20457.22
No,Yes,1113.33,14579.66
No,Yes,699.70,22590.67
No,Yes,1001.79,24771.73
No,Yes,1217.23,16450.00
No,No,1156.93,45325.34
No,Yes,1637.45,18766.86
No,No,824.24,53320.28
No,No,662.34,49885.02
No,No,617.64,37604.93
No,No,271.45,34863.10
No,Yes,688.18,18755.95
No,No,797.71,39677.70
No,No,464.40,53215.93
No,Yes,976.20,23191.77
No,No,1430.77,45672.52
No,Yes,1208.14,17721.29
No,No,0.00,41960.17
No,Yes,402.36,15256.48
No,Yes,824.51,15309.28
No,Yes,1060.88,11041.33
No,No,310.50,47427.33
No,No,691.42,40232.66
No,No,23.15,42016.90
No,Yes,913.28,20446.20
No,No,970.82,35835.36
No,No,1148.45,39662.12
No,No,1638.69,38441.16
No,Yes,0.00,19134.44
No,Yes,1448.95,28273.84
No,Yes,1286.84,17464.99
No,No,762.07,48268.59
No,No,977.58,51074.21
No,No,368.77,45647.30
No,No,267.96,46134.62
No,Yes,503.16,18728.30
No,No,0.00,48523.34
No,No,282.60,56118.32
No,No,748.06,47775.18
No,No,999.65,27564.69
No,No,494.66,47035.75
No,No,1022.68,22588.56
No,Yes,1135.22,19062.60
No,No,707.80,40140.80
Yes,Yes,1954.32,17137.47
No,Yes,1282.35,7230.03
No,No,808.62,23519.67
No,Yes,1219.93,21765.38
No,No,481.88,44137.08
No,No,409.41,53624.46
No,No,1157.28,31369.49
Yes,No,1424.93,27668.95
No,No,0.00,58825.62
No,No,687.07,34434.22
No,No,1435.66,31507.09
No,No,188.54,49697.23
No,No,1084.39,34558.62
No,No,644.62,37452.07
No,No,1345.56,38602.11
No,Yes,733.72,27165.48
No,Yes,744.18,20773.63
No,No,0.00,29542.03
No,Yes,1395.96,23717.85
Yes,No,1920.24,57242.98
No,No,538.41,40773.94
No,Yes,385.70,18352.44
No,Yes,1350.76,19692.92
No,No,1567.76,39201.24
No,No,753.69,42230.65
No,No,72.37,28717.94
No,Yes,675.04,21115.79
No,Yes,980.16,13713.50
No,Yes,910.38,19163.81
No,Yes,1262.88,14340.51
No,No,621.31,39372.08
No,No,643.40,50208.82
No,Yes,728.26,13438.99
No,No,459.26,59731.29
No,No,289.62,49066.83
No,Yes,784.75,11642.92
No,Yes,712.59,18441.03
No,No,1096.00,52030.97
No,Yes,435.49,19899.75
No,No,688.02,29019.82
No,No,599.43,36654.65
No,No,68.76,45811.74
No,Yes,765.14,14290.27
No,No,1273.12,57688.57
No,No,1078.62,46060.08
No,No,1677.35,44972.71
No,No,531.76,42365.07
No,Yes,631.17,11075.89
No,No,1081.48,34072.64
No,No,368.52,60953.82
No,No,343.73,38054.56
No,No,1715.28,60137.63
No,No,450.34,20080.10
No,No,740.58,20717.54
No,No,0.00,26237.47
No,No,475.87,35621.69
No,Yes,1383.75,14633.99
No,Yes,406.48,22708.90
No,No,857.26,34406.61
No,Yes,1637.24,16751.17
No,No,1094.32,34854.34
No,No,1213.13,47848.05
No,Yes,1074.75,22729.31
No,Yes,1010.21,13469.87
No,No,416.13,21960.62
No,Yes,675.84,17801.47
No,No,0.00,36338.85
No,No,867.30,29541.04
No,No,843.91,23956.52
No,No,766.43,39078.80
No,No,1286.54,46337.12
No,No,1142.94,34401.67
No,Yes,925.41,15120.34
No,Yes,1110.45,14965.44
No,Yes,938.61,24392.10
No,No,321.04,37026.59
No,No,943.39,39415.60
No,No,511.60,54002.51
No,No,743.85,24303.47
No,No,1089.58,46890.22
No,No,0.00,46275.36
No,No,0.00,31511.66
No,No,1282.32,37437.71
No,No,1373.80,36888.93
No,No,1228.33,43577.67
No,No,1536.79,34734.86
No,No,735.47,53312.53
No,Yes,1142.43,26114.40
No,No,1490.72,36417.40
No,No,880.03,60203.88
No,No,2.84,39923.82
Yes,Yes,2066.70,10470.64
Yes,No,2343.80,51095.29
No,No,929.75,36071.52
No,Yes,764.63,26188.07
No,No,504.60,31870.02
No,No,685.21,40555.80
No,No,473.03,43016.86
No,No,1302.55,32235.05
No,No,435.00,30828.86
No,No,601.84,37697.37
No,No,456.76,50160.63
No,No,1065.04,37747.10
No,No,1153.33,37936.09
No,No,59.63,35709.74
No,Yes,1106.43,16960.69
No,Yes,1106.45,14840.94
No,Yes,385.43,21619.66
No,No,0.00,45025.51
No,No,727.96,53606.97
No,No,1028.78,36276.09
No,Yes,1035.92,10607.91
No,No,974.60,25316.86
No,No,772.81,39944.61
No,No,1014.97,41993.64
No,Yes,0.00,10276.26
No,Yes,1403.79,22893.96
No,No,580.42,25926.24
No,No,499.55,45954.67
No,Yes,748.24,11613.22
No,No,568.09,31392.07
No,No,1366.73,35425.51
No,No,511.68,32693.85
No,Yes,678.22,19979.69
No,Yes,1692.42,7761.34
No,No,631.80,32752.52
No,No,585.05,34297.57
No,No,1173.49,44134.74
No,No,544.24,43306.62
Yes,Yes,1985.32,22248.40
No,No,1011.06,38001.71
No,No,1231.21,48156.36
No,No,875.84,45524.53
No,No,1516.07,59194.24
No,No,563.12,30226.48
No,Yes,1244.57,21717.48
No,Yes,1215.64,16403.69
No,No,1077.75,30133.26
No,Yes,1393.92,16658.48
No,No,803.57,45353.97
No,No,916.75,58469.93
No,No,147.05,52074.51
No,No,734.47,46805.55
No,Yes,996.21,13647.54
No,No,1883.20,47438.26
No,No,1271.12,40578.32
No,No,173.73,32480.53
No,No,1004.19,37132.66
No,Yes,2033.36,18549.75
No,No,269.36,40883.19
No,No,441.70,44227.91
No,No,1471.61,61385.60
No,Yes,1133.82,16602.03
No,No,843.35,51736.91
No,No,250.47,42309.08
No,No,1569.73,30604.29
No,Yes,995.35,11690.74
Yes,No,1572.35,37895.17
No,No,1570.42,49501.81
No,No,645.93,39695.63
No,No,1001.85,32748.63
No,Yes,905.23,15699.90
No,Yes,859.38,19287.50
No,No,1670.85,54442.27
No,No,391.26,33651.41
No,No,670.01,35919.80
No,No,1036.05,44869.46
No,No,481.99,19240.31
No,Yes,542.77,17664.88
No,Yes,887.29,17409.03
No,Yes,1465.85,17678.74
No,Yes,1545.64,13959.99
No,No,262.79,28974.75
No,Yes,793.80,21172.40
No,No,1192.77,45902.51
No,Yes,1120.32,29045.41
No,Yes,514.20,21482.03
No,No,710.76,53050.49
No,No,1176.24,27956.78
Yes,No,1805.56,40119.79
No,No,124.83,39478.30
No,No,1056.99,45489.90
No,Yes,904.99,19108.74
No,No,1402.12,41275.65
No,No,7.07,48711.64
No,Yes,733.78,16124.35
No,No,612.96,43392.89
No,No,998.70,46697.78
No,No,1078.46,33001.13
No,No,638.48,53034.55
No,Yes,890.05,15156.92
No,No,815.68,53817.28
No,No,1276.98,40611.35
No,No,671.19,44120.64
No,No,818.28,48490.81
No,No,1371.33,35820.63
No,No,897.50,47816.41
No,Yes,699.70,17318.88
No,No,848.94,35534.98
No,No,0.00,27297.91
No,Yes,1660.86,13694.86
No,No,1475.50,44769.12
No,No,0.00,22431.45
No,No,1186.96,33439.84
No,No,844.40,36854.64
No,Yes,1540.31,15241.02
No,No,679.71,29534.82
Yes,No,1650.58,31514.26
No,Yes,614.78,18487.23
No,No,1379.68,31766.29
No,Yes,770.11,15284.72
No,No,1209.54,40805.78
No,Yes,1380.97,13633.43
No,No,1349.11,28340.44
No,Yes,1051.39,23520.43
No,Yes,428.43,15446.96
No,No,1714.19,52779.09
No,Yes,1647.80,15392.21
No,No,482.98,47924.68
Yes,No,2124.67,44520.00
No,No,297.84,34549.46
No,No,1201.35,35858.40
No,No,811.24,26448.33
No,No,0.00,36201.54
No,No,585.80,30143.33
No,No,511.32,38510.16
No,No,1249.19,45586.89
No,No,48.97,27069.74
No,No,863.57,32889.38
No,No,1579.36,50216.57
No,No,800.61,50324.55
No,Yes,1356.53,19480.54
Yes,Yes,1704.58,16887.41
No,Yes,528.59,19621.63
No,Yes,1390.51,15885.51
No,Yes,333.54,27321.56
No,No,1569.56,36306.02
No,No,1509.78,43650.42
No,No,961.24,31647.29
No,No,1443.51,47205.35
No,No,0.00,37605.38
No,No,895.40,48939.74
No,No,1355.87,45537.95
No,Yes,960.11,24326.06
No,No,1164.48,36997.72
No,No,535.18,37042.77
No,Yes,1424.77,21852.93
No,No,773.17,50069.21
No,No,685.19,33185.01
No,No,343.77,51626.14
No,Yes,1513.54,23556.69
No,No,415.00,37859.31
No,No,1034.36,25111.21
No,No,1115.90,21646.31
No,Yes,748.75,17440.63
No,No,291.41,54408.79
No,Yes,453.93,12665.31
No,No,889.57,49941.09
No,No,345.19,48111.45
No,No,393.83,28362.62
No,Yes,991.09,16842.44
No,No,4.47,45157.91
No,No,660.06,39163.33
No,Yes,1168.87,18113.34
No,No,528.87,38881.48
No,No,89.33,36515.98
No,Yes,196.78,15858.35
No,No,1637.35,37676.66
No,No,574.96,33517.21
No,No,969.13,29705.04
No,Yes,1049.24,23332.48
No,No,772.53,23222.74
No,No,1304.07,26219.32
No,No,875.88,37160.96
No,No,587.07,34975.98
No,Yes,495.14,15519.49
No,No,131.63,42028.01
No,No,1333.18,19396.03
Yes,No,1819.25,49621.06
No,No,953.82,45281.37
No,No,327.04,51348.94
No,No,989.64,27318.94
No,No,1109.22,56680.14
No,Yes,0.00,9321.46
No,Yes,635.39,18344.08
No,No,100.02,48377.64
No,No,264.97,36842.82
No,No,465.85,52714.09
No,No,1227.26,49697.05
No,No,1378.68,30863.00
No,No,715.66,23266.14
No,Yes,0.00,21719.45
No,No,1335.23,43660.39
No,No,1576.90,35117.81
No,Yes,1232.59,22108.58
No,No,1613.71,47151.61
No,No,763.74,59856.80
No,No,741.43,32951.18
No,No,325.59,45809.98
Yes,No,1797.77,47068.72
No,No,899.90,47093.74
Yes,No,1605.21,26149.15
No,No,0.00,42879.40
No,No,886.69,50507.93
No,No,1008.29,30801.09
No,Yes,1034.50,19105.63
No,Yes,1125.73,23410.10
No,Yes,1070.95,12707.58
No,No,920.41,40536.64
No,Yes,734.73,10816.95
No,No,1701.69,38567.20
No,No,1453.32,29830.06
No,No,294.02,49988.15
No,No,1302.48,43154.39
No,No,1135.19,47075.03
No,No,1123.63,17292.30
No,Yes,483.11,15067.31
No,No,1669.50,30259.26
No,Yes,1051.38,13271.46
No,Yes,778.34,23737.27
No,No,37.99,43787.78
No,No,599.88,51733.83
No,Yes,1037.64,22889.49
No,No,1187.46,37092.59
No,No,1287.21,37135.36
No,No,599.38,58909.34
No,No,278.08,33811.67
No,No,536.70,35786.51
No,No,626.51,55155.08
No,No,0.00,54298.86
No,No,885.51,42683.48
No,Yes,1314.84,15965.42
No,No,580.16,31879.14
No,No,1144.53,40998.93
No,No,0.00,55435.43
No,No,321.31,33136.34
No,No,776.40,49705.82
No,No,519.31,42861.93
No,No,892.28,40492.10
No,Yes,945.05,21095.54
No,No,840.24,24801.37
No,No,660.53,31480.04
No,No,213.01,38950.60
No,No,506.82,50493.10
No,No,884.66,35324.02
No,Yes,296.46,20138.25
No,Yes,700.08,14828.55
No,No,927.47,44308.28
No,Yes,1172.27,22792.62
No,No,841.53,40239.68
No,No,49.68,47026.04
No,Yes,903.92,20246.39
No,No,600.18,50578.05
No,Yes,1749.12,21359.13
Yes,Yes,1893.02,16853.33
No,Yes,1636.52,17533.34
No,Yes,1533.91,16453.88
No,Yes,1523.72,15708.96
No,Yes,1156.62,11102.57
Yes,Yes,2168.45,24648.98
No,No,456.83,39629.58
No,No,1616.17,39654.62
No,Yes,1311.86,15565.20
No,Yes,437.07,21638.95
No,No,683.11,31615.37
No,Yes,1327.28,15819.36
No,No,797.63,54042.36
No,No,635.71,26084.70
No,Yes,1312.89,16221.20
No,Yes,944.83,23323.82
Yes,No,1838.87,32129.34
No,No,267.37,41183.66
No,Yes,723.54,28289.24
No,No,610.05,35855.39
No,No,1861.32,46653.59
No,No,0.00,34882.23
No,No,1577.97,50430.24
No,Yes,954.15,15969.82
No,No,204.40,38979.62
No,Yes,1109.47,21663.13
No,No,771.22,47146.44
No,No,376.35,32168.44
No,Yes,1523.88,19342.98
No,Yes,1178.21,12077.01
No,Yes,1457.58,19668.16
No,Yes,1292.45,8231.04
No,No,1233.50,23031.60
No,No,542.14,22394.19
No,No,1381.82,48394.29
No,No,1157.77,49960.77
No,No,744.49,24506.68
No,No,1387.49,40993.60
Yes,No,1434.13,47311.53
No,No,1483.54,34156.37
No,No,1340.89,31959.97
No,No,972.09,26231.15
No,No,1511.88,36381.24
No,Yes,1112.00,20549.62
No,Yes,1555.56,15957.33
No,No,1727.37,41707.48
No,No,25.74,49089.60
Yes,Yes,1895.33,16394.51
No,Yes,417.48,17787.95
No,No,247.20,37377.36
No,No,91.39,44091.88
No,Yes,617.09,22801.66
No,Yes,793.33,10487.93
No,Yes,1035.72,20393.27
No,No,826.98,35426.18
No,No,1734.45,31578.00
No,No,1069.62,40299.32
No,No,626.84,41334.18
No,No,932.06,45505.31
No,No,1551.03,31768.03
No,Yes,315.09,22551.89
No,No,1059.35,41179.01
No,No,976.70,59291.72
No,Yes,562.56,11524.81
No,Yes,310.02,16382.15
No,No,936.94,40240.50
No,No,0.00,43033.49
No,Yes,431.20,20301.49
No,No,1411.55,42956.63
No,Yes,1183.45,16189.29
No,Yes,1849.60,16966.89
No,No,391.48,45821.63
No,No,10.88,32866.45
No,Yes,697.25,25730.92
No,No,175.05,22645.00
No,Yes,1094.74,19638.27
No,Yes,134.62,19464.30
No,No,1069.75,32441.28
No,No,1165.81,47005.57
No,No,321.22,43257.35
No,No,178.28,35615.93
No,Yes,953.86,18121.11
No,Yes,1335.81,12843.45
No,Yes,853.59,25373.46
No,No,639.63,38660.92
No,No,1051.85,37160.27
No,No,335.11,36374.21
No,No,1193.76,34909.31
No,No,915.20,31422.95
No,No,426.09,15498.87
Yes,Yes,1805.62,19168.03
No,No,717.48,37810.47
No,No,520.95,41039.28
No,No,1034.89,34539.85
No,Yes,1022.60,11739.10
No,No,617.59,43871.70
No,Yes,1322.16,16984.20
No,No,476.59,33760.46
No,No,1101.09,43035.56
No,Yes,1019.58,15833.79
No,No,329.45,43242.88
No,Yes,949.23,25040.71
No,Yes,1230.71,18581.27
No,No,1252.65,35382.14
No,No,0.00,47019.66
No,No,642.27,37752.38
No,No,512.51,44178.84
No,No,1114.90,38155.37
No,Yes,1742.35,10778.15
No,No,763.02,34931.35
No,No,878.44,47722.81
No,Yes,936.23,14217.40
No,No,585.24,40585.75
No,No,347.61,40138.08
No,No,607.90,26117.67
No,Yes,1251.09,21968.27
No,No,316.54,39995.32
No,No,336.80,42880.46
No,Yes,871.07,13144.37
No,No,1187.90,43873.98
No,No,86.01,43467.50
No,No,737.04,27879.66
No,Yes,1419.87,10401.05
No,Yes,402.50,12255.87
No,No,191.22,41921.68
No,Yes,1836.78,15422.23
No,Yes,1273.19,20429.62
No,No,1037.60,40415.82
No,No,827.54,39655.68
No,No,915.91,34934.48
No,Yes,212.71,13155.67
No,No,941.17,58991.86
No,No,487.42,34439.90
No,No,1889.52,32509.62
No,No,691.20,38948.11
No,Yes,502.65,14425.08
No,No,140.02,52099.12
No,No,0.00,36484.59
No,No,519.46,44498.02
No,Yes,1031.87,19322.55
No,No,939.67,47112.77
No,No,0.00,44902.93
No,No,1093.68,39684.45
No,Yes,1623.34,14338.41
No,No,851.20,44905.33
No,No,1119.70,33510.36
No,No,0.00,32720.57
No,Yes,744.91,15711.72
No,Yes,303.35,15220.60
No,No,1522.76,29165.44
No,No,361.37,36533.71
No,No,1062.73,48041.65
No,Yes,1344.09,22012.29
No,No,387.73,55163.80
No,No,860.03,56687.14
No,No,1637.36,46629.95
No,No,975.20,30573.26
No,No,487.80,21418.69
No,No,0.00,49626.42
Yes,No,1562.45,43067.33
No,No,1399.13,26505.02
No,Yes,542.06,9135.89
No,No,901.08,38613.43
No,No,295.87,19054.03
No,No,90.56,50939.52
No,No,476.15,58837.72
No,No,382.89,42620.53
No,No,1013.96,49653.80
No,Yes,932.69,15774.70
No,No,360.57,42217.38
No,No,727.96,40258.70
No,No,917.95,31380.23
No,No,1567.17,38255.05
No,No,1006.68,33348.58
No,No,1278.93,42894.77
No,No,0.00,56493.49
No,No,1107.49,23530.62
No,Yes,1719.57,18696.30
No,No,1066.17,33911.56
No,No,0.00,30172.81
No,Yes,1296.10,15709.46
No,No,720.24,38493.49
No,No,574.64,41914.47
No,No,241.43,34507.78
No,No,345.14,41943.77
No,No,1341.70,53122.07
Yes,No,1847.79,30202.85
No,Yes,1497.07,9030.40
No,No,503.39,29187.44
No,No,1119.58,42280.81
No,No,1172.42,58067.13
No,Yes,1594.38,21514.60
No,No,566.44,36039.39
No,No,542.47,39037.80
No,No,1086.42,38656.66
No,Yes,995.04,8750.56
No,Yes,1200.88,13833.98
No,No,0.00,56895.96
Yes,No,1508.65,37111.31
No,No,1170.55,52358.80
No,No,1356.74,54489.94
No,No,850.04,31522.23
No,No,1184.14,25196.76
No,No,902.71,23847.39
No,Yes,1597.89,24006.18
No,No,1079.08,36636.28
No,Yes,1503.58,18776.53
Yes,Yes,1570.66,16239.15
No,No,0.00,41655.68
No,Yes,735.58,13976.69
No,No,923.35,44670.86
No,Yes,1269.68,13998.31
No,No,706.48,48339.88
No,No,1146.88,64644.91
No,Yes,1749.55,20078.36
No,Yes,263.49,25363.60
No,No,468.87,44285.32
No,No,443.91,35241.99
No,No,375.72,35564.41
No,No,772.82,25556.76
No,No,750.14,17993.82
No,No,414.80,37825.37
No,No,626.18,33930.98
No,No,645.20,44324.22
No,Yes,1287.29,13215.97
No,No,1391.26,51169.36
No,Yes,601.80,16266.30
No,No,1061.31,33942.62
No,No,272.75,42646.70
No,Yes,1421.74,11134.94
No,No,1065.63,36015.69
No,No,1167.04,34467.54
No,No,949.13,28411.66
No,Yes,565.99,18645.94
Yes,No,1914.11,55573.70
No,No,515.94,50678.34
No,No,1347.46,32720.45
No,No,124.31,44464.64
No,No,1007.22,42183.09
No,No,218.34,44179.95
No,No,1344.56,34841.26
No,No,1063.22,27887.25
No,Yes,624.54,14820.47
No,No,559.83,39144.48
No,No,341.39,29326.34
No,No,574.16,44072.06
No,Yes,734.90,11868.07
No,No,875.30,46041.76
No,No,366.09,47096.38
No,Yes,1009.99,19870.54
No,No,221.92,32988.57
Yes,Yes,1957.12,18805.95
No,Yes,1050.43,19246.33
No,No,612.32,55326.41
Yes,No,1456.96,49054.19
No,Yes,1821.52,15802.39
No,Yes,770.33,29059.14
No,Yes,1269.91,771.97
No,Yes,1923.38,12940.23
No,No,890.76,20257.38
No,No,1341.05,33778.16
No,No,888.27,37745.61
No,Yes,1189.31,19545.73
No,No,1820.54,46251.45
No,No,481.84,36377.65
No,No,432.09,56732.74
No,No,684.00,36578.18
No,No,354.70,44412.19
No,Yes,669.74,17109.63
No,Yes,713.92,26049.98
No,No,597.04,31713.10
No,Yes,1306.42,18996.35
No,No,1991.14,30809.67
No,Yes,717.63,19590.97
No,No,390.61,38083.55
No,Yes,1862.54,23839.57
Yes,No,1143.68,37751.02
No,No,264.37,45778.31
No,No,216.85,37160.94
No,No,686.89,51120.83
No,No,1642.19,24444.31
No,Yes,0.00,15587.90
No,Yes,1218.65,19206.13
No,No,1970.86,37905.25
No,Yes,1151.73,23149.55
No,No,539.08,36275.46
Yes,Yes,2287.17,18692.14
No,No,1218.25,56816.81
No,No,700.45,54661.12
No,No,1167.23,30648.43
No,No,1492.62,46174.70
No,No,666.39,34912.34
No,Yes,636.90,23005.58
No,No,420.73,37831.57
No,No,879.05,30633.84
No,No,376.24,25821.16
No,No,961.40,25478.82
No,No,500.73,33406.05
No,Yes,369.68,24834.42
No,No,719.94,31031.22
No,No,1168.35,39275.19
No,No,600.54,39260.38
No,No,0.00,18593.91
No,No,252.94,23443.42
No,No,676.43,53378.99
No,Yes,1066.82,26348.30
No,Yes,1004.65,13869.75
No,No,1010.42,46217.81
No,No,1260.93,27697.34
No,No,402.63,58828.79
No,Yes,919.48,6100.73
No,No,1004.65,42729.18
No,No,614.54,33811.99
No,No,1358.11,50662.89
No,No,160.52,29675.84
No,Yes,1190.19,15860.33
No,No,262.60,48762.28
No,No,647.92,35494.49
No,No,1574.65,30559.51
No,Yes,1658.60,14821.00
No,No,4.81,28714.14
No,No,1220.31,36190.99
No,No,802.86,45806.20
No,No,81.87,35818.23
No,Yes,70.73,17466.14
No,Yes,962.91,22795.03
No,No,926.69,44233.65
Yes,Yes,1233.45,12586.48
No,Yes,644.11,9778.22
No,Yes,1338.66,8078.18
No,No,740.39,46877.96
No,Yes,901.19,19204.70
No,No,975.39,45597.94
No,No,298.72,49585.87
No,No,591.50,29507.49
No,No,177.01,37553.80
No,No,292.27,60582.23
No,No,625.19,32826.41
No,No,546.99,37513.70
No,No,727.68,23515.61
No,Yes,531.98,21357.63
No,No,311.21,51257.87
No,Yes,703.06,17692.66
No,No,1239.68,52241.46
No,No,810.28,51283.15
No,No,303.48,21381.31
No,No,1372.04,36188.24
No,No,1146.38,37053.83
No,Yes,730.96,20097.40
No,No,807.22,42138.65
No,No,450.41,34206.27
No,Yes,467.91,25424.41
No,Yes,684.89,17582.99
No,No,1013.47,38280.92
No,No,676.65,31741.43
No,No,287.97,37409.98
No,No,816.65,52163.78
No,No,1118.79,39111.79
No,No,532.15,43789.34
No,Yes,1364.23,18423.05
No,Yes,1464.69,16542.05
No,Yes,997.64,27054.73
No,No,335.34,41942.75
No,No,1149.01,35310.13
No,Yes,905.57,24032.80
No,No,649.67,32276.43
No,No,380.19,40689.92
No,No,0.00,48303.87
No,Yes,485.43,21278.34
No,No,649.84,54693.15
No,No,698.57,44949.27
No,Yes,1328.95,20666.70
No,No,609.48,41798.29
Yes,No,1723.19,43143.16
No,No,0.00,36581.80
No,No,594.60,36190.76
No,Yes,875.71,18696.95
No,No,949.31,50404.28
No,No,252.38,39723.48
